,ICL Prompt,ZSL Prompt,Answer
42,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Martha Stewart Reports to Jail to Begin Sentence  ALDERSON, W.Va. (Reuters) - Trendsetter Martha Stewart  arrived at a minimum-security prison known as ""Camp Cupcake""  under cover of early morning darkness on Friday to serve a  five-month sentence for lying about a stock sale.
Category: Business
News: HHS Orders Avian Flu Vaccine from Aventis  WASHINGTON (Reuters) - The U.S. Health and Human Services  Department said on Tuesday it had ordered 2 million doses of  avian influenza vaccine from Aventis Pasteur Inc.   .
Category: Business
News: Stocks to Open Up Ahead of Payroll Data NEW YORK Oct. 8, 2004 - US stocks are seen higher at the open Friday although the release of non-farm payroll data due later will most likely dictate overall sentiment and direction.
Category: Business
News: Siebel Raises Forecast, Stock Up 16 Pct. (Reuters) Reuters - Business software maker Siebel\Systems Inc.  on Monday said third-quarter revenue\would beat Wall Street estimates, driven by a rebound in\licensing revenue, sending its shares up almost 16 percent.
Category: Technology
News: NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide (Reuters) Reuters - Randy Johnson struck out 14 batters in\8 1/3 innings to help the Arizona Diamondbacks end a nine-game\losing streak with a 2-0 win over the New York Mets on Sunday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide (Reuters) Reuters - Randy Johnson struck out 14 batters in\8 1/3 innings to help the Arizona Diamondbacks end a nine-game\losing streak with a 2-0 win over the New York Mets on Sunday.
Category:",Sports
43,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: IBM unveils new arms in EMC war Stung by its loss of market share to Hopkinton #39;s EMC Corp., IBM Corp. fought back yesterday with a pair of major new data storage offerings, including 
Category: Technology
News: NBA suspends nine players, Artest for rest of season NBA on Sunday suspended nine players for involving in a melee during Friday #39;s game between Detorit Pistons and Indiana Pacers, with Ron Artest suspended for the rest of the season, 73 games.
Category: Sports
News: Handling Hostess Sticker Shock Food, friends, and elf figurines add up. Here's some advice on how to handle the holiday tab.
Category: Business
News: Cassini Unveils Pictures of Saturn's Moon (AP) AP - The international Cassini spacecraft began unveiling Saturn's mysterious sidekick Titan with a stream of increasingly sharp pictures of the surface taken during a flyby within 745 miles of the hazy moon.
Category: Technology
News: Yukos faces tax payment deadline Beleaguered Russian oil giant Yukos on Monday faces a court-imposed deadline to pay a multi-billion dollar tax bill. Yukos has been ordered to pay \$3.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Yukos faces tax payment deadline Beleaguered Russian oil giant Yukos on Monday faces a court-imposed deadline to pay a multi-billion dollar tax bill. Yukos has been ordered to pay \$3.
Category:",Business
44,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Danton Gets 7 1/2 Years Former St. Louis Blues player Mike Danton was sentenced Monday to 7 1/2 years in prison for trying to have his agent killed.
Category: Sports
News: Mariners deal-less but hopeful A lineup makeover designed to produce more runs and wins next season looked more hopeful than fulfilled Monday evening, when the Mariners ended the Winter Meetings without a visible home run trot.
Category: Sports
News: UPDATE:China Ups Rates, 1st In 9 Yrs; Mkts Look For More BEIJING (Dow Jones)--China raised interest rates Thursday for the first time in more than nine years, escalating its battle to tame feverish economic growth but immediately 
Category: Business
News: IBM Settles Pension Claims  SAN FRANCISCO (Reuters) - IBM on Wednesday said it will  take a third-quarter charge of \$320 million to settle all but  two claims of an ongoing lawsuit claiming its pension plan  discriminated against older workers, in exchange for capping  its potential liability at \$1.4 billion.
Category: Business
News: Sprint to bake in BlackBerry for businesses Research In Motion's BlackBerry e-mail and data services will be carried on Sprint's networks.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Sprint to bake in BlackBerry for businesses Research In Motion's BlackBerry e-mail and data services will be carried on Sprint's networks.
Category:",Technology
45,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Smallest  #39;Earth-like #39; planet seen European scientists have discovered what they describe as the smallest Earth-like planet orbiting a star outside our Solar System.
Category: Technology
News: Bush, Kerry are ignoring tech debate, says Intel #39;s Barrett SAN JOSE, Calif. - Craig Barrett, Intel Corp. #39;s chief executive, on Tuesday (Oct. 19) blasted the presidential candidates over the lack of attention given on how the United States is losing its competitive edge, according to the Associated Press.
Category: Technology
News: Judge OKs Rights Suit Against Unocal (AP) AP - A lawsuit against Unocal Corp. over alleged atrocities that occurred during a 1990s pipeline project in Myanmar can proceed before a jury, a California judge ruled Tuesday.
Category: World
News: Higher trade growth predicted in 2004 despite oil price hikes Despite high oil prices, the volumeof world trade by the end of 2004 is likely to grow by 8.5 percentin real terms over 2003, the World Trade Organization (WTO) said Monday.
Category: Business
News: Global warming accelerates arctic melt Northern ice cap is warming at twice the global rate and that will lead to serious consequences for the planet, according to the eight-nations scientific report.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Global warming accelerates arctic melt Northern ice cap is warming at twice the global rate and that will lead to serious consequences for the planet, according to the eight-nations scientific report.
Category:",Technology
46,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Sears launches consumer electronics line Department store selling projection TVs via Web; will offer them in stores in the fall, with other devices to follow.
Category: Technology
News: Oldest coach of NBA Hubie Brown Retires Hubie Brown, the oldest coach in the NBA at the age of 71, retired as coach of the Memphis Grizzlies Thursday because of health reasons, according to TNT Thursday night as a Breaking News.
Category: Sports
News: US soldier jailed for murdering Iraqi BAGHDAD - A US soldier was sentenced to three years in jail for the murder of a wounded Iraqi teenager in Baghdad in August, the US military said on Saturday.
Category: World
News: Sharing is part of program Thoroughbred racing will return to Rockingham Park for the first time since September 2002 when the Salem, N.H., track hosts three grass races Sunday. Rock will hold an 11-race card, with the first eight races harness contests. As far as the Rock publicity department can determine, it will be the first time standardbreds and thoroughbreds have shared a racing program.
Category: Sports
News: BPL Interference Evaluation Tool: I have developed a tool to assist in evaluating the effects of BPL on a radio receiving installation. The tool allows you to determine using your own Antenna and receiver installation parameters, the effect that BPL might have on your installation.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: BPL Interference Evaluation Tool: I have developed a tool to assist in evaluating the effects of BPL on a radio receiving installation. The tool allows you to determine using your own Antenna and receiver installation parameters, the effect that BPL might have on your installation.
Category:",Technology
47,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Giving the Law a Religious Perspective The Rev. Jerry Falwell's Liberty University is part of a movement around the nation that brings a religious perspective to the law.
Category: World
News: Arms, Cars Top Schrders China Trip German Chancellor Gerhard Schrder arrived in Beijing on Monday for a three-day visit focusing on expanding trade ties and the European Unions ban on arms sales to China.
Category: World
News: United set to drop pension plans United Airlines has said it will very likely terminate its four employee pension plans and replace them with less generous benefits. United said the drastic move was needed to attract the financing that would allow it to emerge from bankruptcy. 
Category: Business
News: Groups Seek to Address Voting Troubles (AP) AP - Despite President Bush's clear margin of victory in the 2004 presidential race, voting and civil rights advocates say the election did not go as smoothly as Americans might think.
Category: World
News: Sony Announces Price On Portable Video Game Machine TOKYO -- Sony Corp. #39;s PlayStation Portable isn #39;t in US stores yet but that #39;s not stopping Sony from putting a price tag on the much anticipated item.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Sony Announces Price On Portable Video Game Machine TOKYO -- Sony Corp. #39;s PlayStation Portable isn #39;t in US stores yet but that #39;s not stopping Sony from putting a price tag on the much anticipated item.
Category:",Technology
48,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Nextel, Sprint  Close to  Merger (washingtonpost.com) washingtonpost.com - Nextel Communications Inc. and Sprint Corp. reached a tentative agreement to merge, a deal that would create the nation's third-biggest mobile-phone company and could bring significant changes to Nextel's Reston headquarters.
Category: Technology
News: UAL, Creditors Agree to 30-Day Extension (Reuters) Reuters - UAL Corp.'s (UALAQ.OB) United Airlines\on Friday said it has agreed with its creditors committee to a\30-day extension on the period in which it can file an\exclusive bankruptcy reorganization plan.
Category: Business
News: Newsweek says move intended to help talks with Spitzer CHICAGO (CBS.MW) -- Jeffrey Greenberg may step down as early as Monday as chief executive of Marsh  amp; McLennan, the insurance broker accused of rigging bids by New York Attorney General Eliot Spitzer, according a media report Sunday.
Category: Business
News: PeopleSoft board won #39;t negotiate takeover with Oracle PeopleSoft (Profile, Products, Articles) Inc. won #39;t discuss a sale to Oracle (Profile, Products, Articles) Corp. for a price of \$24 per share, the company #39;s board of directors 
Category: Business
News: Ford Raises Quarter and Full-Year Outlook Ford raised its earnings guidance for 2004 today in part on the back of continued strong performance by its financial services business.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Ford Raises Quarter and Full-Year Outlook Ford raised its earnings guidance for 2004 today in part on the back of continued strong performance by its financial services business.
Category:",Business
49,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: China to fire Haan Arie Haan will be sacked as China national coach following the nation #39;s early exit from the 2006 Asian World Cup qualifiers according to Chinese officials.
Category: Sports
News: UPDATE 3-Siebel sees sales beating estimates, shares jump Business software maker Siebel Systems Inc. (SEBL.O: Quote, Profile, Research) on Monday said third-quarter revenue would beat Wall Street estimates, driven by a rebound in licensing 
Category: Business
News: No BC in BCS Adios, Fiesta. Sayonara, Sugar. Bye-bye, Bowl Championship Series. Gator, why don't you give a call?
Category: Sports
News: NASA to cut 100 shuttle-related positions NASA is preparing to eliminate 100 contractor processing jobs at Kennedy Space Center starting Dec. 1 under a 2005 operating plan approved by the shuttle program #39;s manager last week.
Category: Technology
News: Surging Oil Prices Lift BP #39;s Quarterly Profit 43 After months of soaring crude oil prices, BP, the world #39;s second-biggest publicly traded oil company, reported a 43 percent rise in third-quarter profit on Tuesday and forecast 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Surging Oil Prices Lift BP #39;s Quarterly Profit 43 After months of soaring crude oil prices, BP, the world #39;s second-biggest publicly traded oil company, reported a 43 percent rise in third-quarter profit on Tuesday and forecast 
Category:",Business
50,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Woods is still the one -- but Singh is closing NORTON -- When things were going so well and the major championships were piling up and the records were falling into his possession, Tiger Woods was as close to invincible as golf has ever seen. He was so far and away the No. 1 player in the world that he couldn't see No. 2 with a telescope.
Category: Sports
News: Venezuela Votes by Large Margin to Retain Chvez An opposition movement refused to accept the results, raising prospects for more turmoil in the world's fifth-largest oil exporter.
Category: World
News: New Printers, TVs, iPod at Core of HP Digital Push Mike McGuire, an analyst with Gartner G2, said HP #39;s moves are born both out of innovation and market necessity, and that the company still faces stiff competition from the likes of consumer electronics giant Sony.
Category: Business
News: Update 1: Cendant to Buy Orbitz for \$1.25B in Cash Hotel franchisor Cendant Corp. agreed to buy online travel company Orbitz Inc. for about \$1.25 billion. The \$27.50 a share cash offer, which has been approved by boards of both companies but still needs regulatory 
Category: Business
News: Watch where you point that camera phone Consumer Electronics Association publishes guidelines for responsible use of cell phone cameras
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Watch where you point that camera phone Consumer Electronics Association publishes guidelines for responsible use of cell phone cameras
Category:",Technology
51,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: 'Friendly' Killer Whale Damaging Boats (AP) AP - A ""playful"" killer whale who likes to frolic alongside fishermen has damaged three boats in separate incidents in recent weeks.
Category: Technology
News: Banknorth, TD Bank Are in Talks Canada #39;s TD Bank Financial Group is discussing  quot;a possible transaction quot; with the Northeast regional bank Banknorth Group Inc.
Category: Business
News: The Positive Side of Possis Check on the valuation of a badly wounded stock, based on latest earnings.
Category: Business
News: UPSET WIN IS  #39;TALK #39; OF TRACK In one of the biggest upsets -nd most controversial finishes  -the year, a 27-1 betting orphan named Better Talk Now won the \$2 million Breeders #39; Cup Turf 
Category: Sports
News: Russia moves to ratify Kyoto climate accord Russia #39;s Cabinet approved the Kyoto Protocol on global warming yesterday, clearing the way for the worldwide adoption of the pact -- despite US opposition -- once the Russian parliament ratifies it as expected.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Russia moves to ratify Kyoto climate accord Russia #39;s Cabinet approved the Kyoto Protocol on global warming yesterday, clearing the way for the worldwide adoption of the pact -- despite US opposition -- once the Russian parliament ratifies it as expected.
Category:",World
52,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Badgers Primed for Championship Run (AP) AP - Wisconsin coach Barry Alvarez thinks his team's thrilling come-from-behind victory at Purdue could be the start of something special. The Badgers jumped four spots in the AP Top 25 to No. 6 after their 20-17 win over Purdue on Saturday and are primed for a run at the national championship.
Category: Sports
News: M amp;S to reveal sales downturn Marks  amp; Spencer experienced poor summer trading and is expected to announce terms for its 2.3bn tender offer substantially below the 400p per share that billionaire Philip Green was prepared to pay to take over the ailing retailer two months ago.
Category: Business
News: Sox may find out today on Martinez ANAHEIM, Calif. -- Restless to resolve his status, Pedro Martinez has indicated he wants to decide by today whether to re-sign with the Red Sox or bolt to the Mets, a source familiar with his thinking said last night.
Category: Sports
News: Tesco challenges iTunes #39; domination Supermarket giant Tesco launches a new digital download store today, becoming the latest entrant in the music downloading market - a 25m a year business dominated by Apple #39;s iTunes.
Category: Technology
News: Two Chinese engineers feared kidnapped in Pakistani tribal region DERA ISMAIL KHAN, Pakistan - Two Chinese engineers went missing Saturday in a remote Pakistani tribal region near the border with Afghanistan and may have been kidnapped, police said.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Two Chinese engineers feared kidnapped in Pakistani tribal region DERA ISMAIL KHAN, Pakistan - Two Chinese engineers went missing Saturday in a remote Pakistani tribal region near the border with Afghanistan and may have been kidnapped, police said.
Category:",World
53,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Kidd Cleared to Do Some Work on Court (AP) AP - Jason Kidd was cleared for individual noncontact drills to get his surgically repaired left knee ready for the Nets' season.
Category: Sports
News: Clemens Accepts Astros' Arbitration Offer (AP) AP - Roger Clemens accepted the Astros' offer of salary arbitration Saturday, meaning he will either pitch for Houston next season or retire.
Category: Sports
News: Baseball: Anaheim #39;s Guerrero named American League MVP NEW YORK : Anaheim Angels right fielder Vladimir Guerrero was named baseball #39;s American League Most Valuable Player in his first year after jumping from the National League.
Category: Sports
News: Owen tastes first Real action England striker Michael Owen made a telling contribution off the bench his game for new club Real Madrid. Owen #39;s cross from the right flank in the 52nd minutes set up an easy 
Category: Sports
News: Calif. Quake Data Bringing New Insights (AP) AP - An unprecedented amount of data from a major Central California earthquake is generating new insight into how and where quakes strike, but hasn't improved scientists' ability to predict them.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Calif. Quake Data Bringing New Insights (AP) AP - An unprecedented amount of data from a major Central California earthquake is generating new insight into how and where quakes strike, but hasn't improved scientists' ability to predict them.
Category:",Technology
54,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Microsoft Patches the Patch (PC World) PC World - Windows XP Service Pack 2 gets a 'hotfix' for VPNs, part of the\ never-ending process of software development.
Category: Technology
News: Miserable conditions, another happy ending FOXBOROUGH -- Does everyone in these here parts truly appreciate what's going on here? I mean, if football is your game, do you understand that you have hit the lottery? Stop worrying about whether the Patriots will win a third Super Bowl on the evening of Feb. 6, 2005. There are too many variables involved to start worrying about that. ...
Category: Sports
News: Genome Model Applied to Software Open-source developers attempting to reverse-engineer the mysteries of private networking software turn to genomics research. They're applying algorithms developed by biologists to decipher the secrets of closed networks. By Danny O'Brien.
Category: Technology
News: Another Chinese SMS firm suspended BEIJING: Chinadotcom Corp, an integrated software and mobile applications company, said that China Mobile Communications Corporation (CMCC) has suspended its Go2joy short message service (SMS) for an unspecified period due to various violations of its 
Category: Technology
News: Big Dig Leaks Worse Than Thought Leaks in the Big Dig highway tunnel system under downtown Boston are more widespread than officials have acknowledged, and a new state report suggests tens of millions of dollars 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Big Dig Leaks Worse Than Thought Leaks in the Big Dig highway tunnel system under downtown Boston are more widespread than officials have acknowledged, and a new state report suggests tens of millions of dollars 
Category:",Business
55,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News:  #39;Tremendous cricketer and a good bloke #39; RICHIE BENAUD, the man regarded by a generation of television watchers as the doyen of Australian cricket, best summed up what Keith Miller meant to the game in Australia.
Category: Sports
News: AT amp;T Cuts Internet Phone Service Prices AT amp;T Corp. is trimming the price of its new Internet-based telephone service for the second time in six months, prompting a top rival to follow suit.
Category: Technology
News: Racing: Schumacher vows to fight back at Japanese GP TOKYO : World champion Michael Schumacher vowed to end his three-race Formula One losing streak at the Japanese Grand Prix this weekend -- come rain or shine.
Category: Sports
News: Top UN envoy details lack of progress in Darfur crisis UNITED NATIONS -- The top UN envoy to Sudan said yesterday that the Sudanese government has failed to improve security for the embattled people of Darfur or to bring to justice the perpetrators of atrocities during the 19-month conflict.
Category: World
News: Hurricanes are in a euphoric state ATLANTA -- Miami center Joel Rodriguez walked across the confetti-covered field carrying the Peach Bowl trophy, hugging teammates and waving to fans.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Hurricanes are in a euphoric state ATLANTA -- Miami center Joel Rodriguez walked across the confetti-covered field carrying the Peach Bowl trophy, hugging teammates and waving to fans.
Category:",Sports
56,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Singh leads again VIJAY Singh shot an 8-under 64, including an eagle and six birdies, to take a three-shot lead in the first round of the 84 Lumber Classic golf tournament.
Category: Sports
News: Chief British Scientist Says Act Now on CO2 LONDON - The world faces a surge in extreme weather events because of global warming and governments must act immediately to avert disaster, Britain #39;s chief scientist said yesterday.
Category: Technology
News: FTC Sues Spyware Suspects (washingtonpost.com) washingtonpost.com - Federal authorities have asked a federal judge to shut down an operation that they said installed intrusive ""spyware"" on people's computers and then sold anti-spyware software to those same victims, a top consumer protection official said Tuesday.
Category: Technology
News: TechBrief: Judge clears Google on search ads Google won a major legal victory Wednesday when a US judge said the search engine could continue to sell ads triggered by searches that use trademarked company names.
Category: Business
News: Other Comments (Forbes.com) Forbes.com - Governments react differently to acts of terror. President Bush took the war against terror on the offensive, to Afghanistan and Iraq. In Spain, the newly elected government chose to react to the Madrid train bombings with appeasement, withdrawing Spanish troops from Iraq. In Russia, President Vladimir Putin has reacted to the Beslan school massacre by taking yet another step in centralizing political power in the Kremlin. ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Other Comments (Forbes.com) Forbes.com - Governments react differently to acts of terror. President Bush took the war against terror on the offensive, to Afghanistan and Iraq. In Spain, the newly elected government chose to react to the Madrid train bombings with appeasement, withdrawing Spanish troops from Iraq. In Russia, President Vladimir Putin has reacted to the Beslan school massacre by taking yet another step in centralizing political power in the Kremlin. ...
Category:",Business
57,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Gaza militants die in Israel raid At least two Palestinian militants are killed in an Israeli missile strike near a Jewish  settlement in southern Gaza.
Category: World
News: Witness recants The prime witness in an alleged coup plot in oil-rich Equatorial Guinea repudiated his confession Tuesday, saying it was coerced by interrogators who threatened him with death.
Category: World
News: No Respite for Microsoft European antitrust regulators extend their review of Microsoft-Time Warner deal. Also: Gateway plans to sell desktops at CompUSA   hellip;. Vodafone's Japanese unit headhunts an executive from rival NTT DoCoMo   hellip;. and more.
Category: Business
News: EU tentatively agrees to lift embargo on Libya BRUSSELS : European Union (EU) officials agreed in principle to lift an arms embargo on Libya after pressure from Italy. Italy has for several months been pressing its EU counterparts to lift the embargo imposed 
Category: World
News: HP, Brocade hook up for integrated servers Hewlett-Packard on Thursday announced that it will integrate Brocade Communication's SAN switching capability into its HP BladeSystem architecture.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find out how Crate   Barrel expects to save \$180,000 by moving to VoIP, compared to a traditional PBX.&lt;/p&gt;
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: HP, Brocade hook up for integrated servers Hewlett-Packard on Thursday announced that it will integrate Brocade Communication's SAN switching capability into its HP BladeSystem architecture.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find out how Crate   Barrel expects to save \$180,000 by moving to VoIP, compared to a traditional PBX.&lt;/p&gt;
Category:",Technology
58,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Baseball rejects DC plan Major League Baseball is poised to cancel the move of the Montreal Expos to Washington after the District of Columbia Council Tuesday night amended the agreement for a riverfront stadium by requiring 50 percent private financing.
Category: Sports
News: 6 turnovers stymie MSU in 31-24 loss to Irish Michigan State looked like a bunch of shamrocks in their green jerseys, pants and helmets, but it couldn #39;t take the luck of the Irish away from Notre Dame Saturday night in Spartan Stadium.
Category: Sports
News: Arroyo plans an inside job Take notice Derek Jeter, Alex Rodriguez, and Gary Sheffield: If you crowd the plate, you are going to hear a symphony of chin music. Or worse, you could get hit with a 90-mile-per-hour fastball in tonight's Game 3 of the American League Championship Series at Fenway Park.
Category: Sports
News: Political split over date threatens Iraq elections An escalating political rift among Iraq #39;s main religious groups and continued violence throughout the country are threatening parliamentary elections set for January.
Category: World
News: Google offers a suggestion Google has launched a new feature that tries to guess what users are looking for as they type queries into its search box. Google Suggest was quietly launched this week in the company #39;s Labs site, which showcases 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Google offers a suggestion Google has launched a new feature that tries to guess what users are looking for as they type queries into its search box. Google Suggest was quietly launched this week in the company #39;s Labs site, which showcases 
Category:",Technology
59,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Jimenez Wins Hong Kong Open HONG KONG - Miguel Angel Jimenez won the Hong Kong Open for his fifth European tour title of the year, closing with a 4-under 66 on Sunday for a one-stroke victory over Ryder Cup teammate Padraig Harrington and South Africa #39;s James Kingston.
Category: Sports
News: UPDATE 1-US Air creditors back plan to dump labor contracts Major creditors holding billions in claims on Tuesday supported plans by US Airways (UAIRQ.OB: Quote, Profile, Research) to void labor contracts covering thousands 
Category: Business
News: Tendulkar Test doubt SACHIN Tendulkar will return to India this week with genuine concerns his troublesome elbow will keep him out of next month #39;s showdown with Australia.
Category: Sports
News: Microsoft gets a fashion makeover com October 15, 2004, 5:11 AM PT. Wood paneling and chrome made your dad #39;s station wagon look like a million bucks, and they might also be just the ticket for Microsoft #39;s fledgling 
Category: Technology
News: 1st lawsuit filed against instant-message spam WASHINGTON, Washington, United States of America -- The first known lawsuit against instant-message spam, sometimes called spim, was announced by America Online as part of a campaign to stem unwanted computer messages.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: 1st lawsuit filed against instant-message spam WASHINGTON, Washington, United States of America -- The first known lawsuit against instant-message spam, sometimes called spim, was announced by America Online as part of a campaign to stem unwanted computer messages.
Category:",Technology
60,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Expanding economy confirmed With the economy continuing to rank as a top factor in the upcoming election, the latest  quot;beige book quot; confirms that economic activity continued to expand through early October.
Category: Business
News: IMF Cuts World '05 Growth Forecast-Source  LONDON (Reuters) - The International Monetary Fund has cut  its forecast for global growth next year slightly amid  expectations that the U.S. and Chinese economies will not  expand as strongly as previously thought.
Category: Business
News: Gas pipeline feeding Arizona reopened A pipeline that supplies Arizona with about 70 percent of its gasoline, diesel and jet fuel was operating again today after being shut down in the aftermath of severe rain in Southern California.
Category: Business
News: Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: Live from SES Chicago 2004 - White Hat/black Hat SEO Panel - So Now You Can Search Videos - Google Wins Major Legal Victory vs. Geico - Google Suggest Beta - The Dark Side of Exchanging Reciprocal Links
Category: Technology
News: Hunt for Balkan war criminals  #39;likely to fail #39; British defence officials conceded yesterday that military action to bring Serb and Croat war crimes suspects to trial would probably fail because of the sophisticated support network surrounding them.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Hunt for Balkan war criminals  #39;likely to fail #39; British defence officials conceded yesterday that military action to bring Serb and Croat war crimes suspects to trial would probably fail because of the sophisticated support network surrounding them.
Category:",World
61,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Trojan Mugs UK Web Banking Customers The Banker-AJ trojan has been coded to lie dormant in the background on infected Windows PCs. When users visit legitimate online banking Web sites of certain UK banks, the malicious code is 
Category: Technology
News: Liverpool set for new bid Liverpool could be about to be taken over by a new suitor, according to reports.
Category: Business
News: Macromedia Delivers Flex Builder Macromedia promises to speed development of Internet applications with a new tool for its Flex platform. With Flex, enterprises can add interfaces to strategic applications, including visual 
Category: Technology
News: Study: Spammers use e-mail ID to gain legitimacy With few junk e-mail filters supporting a protocol for verifying the source address of digital messages, spammers have adopted it themselves as a way to appear more legitimate, stated a report released on Wednesday.
Category: Technology
News: 9 years for spammer Jaynes p2pnet.net News:- Spammer Jeremy Jaynes, aka Gaven Stubberfield, had the distinction of being the first spammer to be charged under Virginia #39;s antispam law.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: 9 years for spammer Jaynes p2pnet.net News:- Spammer Jeremy Jaynes, aka Gaven Stubberfield, had the distinction of being the first spammer to be charged under Virginia #39;s antispam law.
Category:",Technology
62,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: NFL Wrap: Manning Wins MVP Battle as Colts Beat Titans (Reuters) Reuters - Peyton Manning threw for 254 yards and\two touchdowns to win his showdown with fellow co-MVP Steve\McNair as the Indianapolis Colts beat the Tennessee Titans\31-17 at Nashville on Sunday.
Category: Sports
News: Notre Dame Fires Football Coach Notre Dame fired Tyrone Willingham as its football coach today after a 6-5 season that culminated with a 41-10 loss to top-ranked Southern Cal on Saturday night.
Category: World
News: Ugandan Army Kills 25 Rebels in Southern Sudan Uganda #39;s army says its troops and helicopter gunships have attacked a rebel camp in southern Sudan, killing 25 fighters. Army officials say seven members of the rebel Lord #39;s Resistance Army were captured in the operation Saturday.
Category: World
News: Elusive Anschutz Leaves Wide Footprint The billionaire investor is on the cusp of becoming a major presence in Washington with ambitious plans for D.C. United and new ownership of Journal Newspapers Inc.
Category: Business
News: British Airways profits soar British Airways today reported further progress in its recovery as it made a half-year pre-tax profit of 335m, but said higher fuel costs remained a concern.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: British Airways profits soar British Airways today reported further progress in its recovery as it made a half-year pre-tax profit of 335m, but said higher fuel costs remained a concern.
Category:",Business
